"범죄별","발생지별","항목","단위","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"문서","노원","범죄 발생지","","125","111","131","97","121","107","122","105","96","116","77","70","58","58",
"문서","은평","범죄 발생지","","80","118","91","136","101","95","69","81","78","71","81","88","63","86",
"문서","서대문","범죄 발생지","","99","202","182","90","110","84","83","100","71","65","41","63","46","64",
"문서","마포","범죄 발생지","","126","95","132","163","159","109","146","166","115","118","128","108","93","141",
"문서","양천","범죄 발생지","","186","170","166","180","159","147","126","108","99","99","74","83","103","138",
"문서","강서","범죄 발생지","","163","173","167","179","139","160","135","138","131","125","109","89","130","96",
"문서","구로","범죄 발생지","","151","163","173","162","141","123","96","133","119","100","87","78","98","103",
"문서","금천","범죄 발생지","","68","71","86","83","178","93","65","62","78","84","57","72","47","68",
"문서","영등포","범죄 발생지","","213","191","200","259","180","164","169","161","148","172","102","107","177","148",
"문서","동작","범죄 발생지","","101","105","97","123","102","89","72","69","67","66","54","67","63","54",
"문서","관악","범죄 발생지","","123","119","121","98","145","105","92","91","106","105","87","75","85","100",
"문서","서초","범죄 발생지","","345","351","406","428","410","373","457","525","628","343","271","271","237","240",
"문서","강남","범죄 발생지","","489","400","377","414","483","371","367","363","339","341","282","260","290","277",
"문서","송파","범죄 발생지","","219","163","149","182","188","168","201","203","225","199","184","154","201","201",
"문서","강동","범죄 발생지","","109","106","133","99","113","102","87","113","108","90","74","55","84","74",
"문서","중구","범죄 발생지","","258","43","52","52","80","56","46","46","54","47","42","35","49","36",
"문서","서구","범죄 발생지","","235","31","29","33","46","13","27","25","31","33","35","32","23","25",
"문서","동구","범죄 발생지","","68","61","56","56","52","44","41","37","42","40","37","29","33","38",
"문서","영도","범죄 발생지","","33","19","18","33","34","35","27","37","23","17","33","29","18","41",
"문서","부산진","범죄 발생지","","121","148","160","189","282","189","180","158","174","157","114","132","144","109",
"문서","동래","범죄 발생지","","70","75","87","80","95","69","69","77","87","79","75","57","65","83",
"문서","남구","범죄 발생지","","67","77","71","68","91","59","56","58","54","67","46","64","78","78",
"문서","북구","범죄 발생지","","53","47","64","198","67","49","41","37","63","59","37","42","36","64",
"문서","해운대","범죄 발생지","","98","128","144","161","132","133","106","110","128","99","130","136","170","129",
"문서","사하","범죄 발생지","","71","81","89","117","141","322","70","78","79","73","75","69","57","68",
"문서","금정","범죄 발생지","","70","102","89","122","135","65","50","57","67","57","45","46","59","55",
"문서","강서","범죄 발생지","","31","46","33","101","94","36","38","38","44","58","50","63","45","85",
"문서","연제","범죄 발생지","","89","107","97","96","130","131","129","118","111","134","85","97","118","100",
"문서","수영","범죄 발생지","","59","42","50","60","53","51","33","45","34","36","27","42","34","31",
"문서","사상","범죄 발생지","","46","45","59","121","108","69","67","51","67","65","50","65","43","36",
"문서","기장군","범죄 발생지","","15","25","37","122","67","37","39","20","35","32","45","39","44","75",
"문서","중구","범죄 발생지","","60","96","86","125","138","70","41","60","119","95","61","77","63","56",
"문서","동구","범죄 발생지","","99","78","103","65","94","104","125","91","110","73","57","75","63","81",
"문서","서구","범죄 발생지","","37","45","81","72","67","51","36","65","36","49","36","51","33","29",
"문서","남구","범죄 발생지","","39","33","56","66","51","31","49","78","44","36","32","25","36","60",
"문서","북구","범죄 발생지","","77","101","94","126","102","66","76","89","96","86","64","78","71","56",
"문서","수성","범죄 발생지","","122","126","138","194","188","171","145","152","165","160","156","109","96","133",
"문서","달서","범죄 발생지","","140","153","190","183","154","136","121","125","93","101","100","96","106","108",
"문서","달성군","범죄 발생지","","27","27","37","56","48","28","40","35","46","31","39","32","39","43",
"문서","군위군","범죄 발생지","","","","","","","","","","","","","","1","4",
"문서","중구","범죄 발생지","","115","139","121","130","115","96","69","58","73","97","34","90","104","116",
"문서","동구","범죄 발생지","","25","20","14","23","32","18","19","13","21","17","11","14","5","11",
"문서","서구","범죄 발생지","","91","90","112","177","90","96","90","93","114","106","94","98","117","119",
"문서","미추홀","범죄 발생지","","168","318","286","313","180","203","189","174","293","132","101","110","148","117",
"문서","연수","범죄 발생지","","70","52","81","59","60","69","72","47","51","69","55","71","193","90",
"문서","남동","범죄 발생지","","136","109","153","185","153","110","92","99","119","113","77","117","155","120",
"문서","부평","범죄 발생지","","167","113","152","148","151","136","150","103","105","111","92","109","195","127",
"문서","계양","범죄 발생지","","49","78","87","99","77","66","50","49","61","47","35","34","73","61",
"문서","강화군","범죄 발생지","","24","37","24","25","22","32","15","19","26","15","25","16","24","18",
"문서","옹진군","범죄 발생지","","2","5","4","3","3","5","2","2","3","5","3","2","5","2",
"문서","동구","범죄 발생지","","89","84","101","74","127","85","67","163","118","90","80","68","33","30",
"문서","서구","범죄 발생지","","101","93","177","119","152","115","103","115","140","98","77","87","75","107",
"문서","남구","범죄 발생지","","51","48","57","65","47","54","34","35","38","43","38","28","32","37",
"문서","북구","범죄 발생지","","140","113","198","155","144","169","99","98","95","137","89","94","90","84",
"문서","광산","범죄 발생지","","74","59","200","84","99","81","71","76","98","95","60","63","76","95",
"문서","중구","범죄 발생지","","89","157","96","110","95","114","96","68","68","69","43","63","65","65",
"문서","동구","범죄 발생지","","5","23","69","77","62","48","57","52","54","58","27","43","34","69",
"문서","서구","범죄 발생지","","157","169","209","229","215","170","167","180","154","153","111","176","146","130",
"문서","유성","범죄 발생지","","50","56","68","71","69","94","58","74","55","76","59","58","69","115",
"문서","대덕","범죄 발생지","","44","59","50","31","44","44","59","41","31","35","38","25","24","46",
"문서","중구","범죄 발생지","","46","31","44","52","69","57","42","39","29","35","30","39","51","35",
"문서","동구","범죄 발생지","","19","29","39","35","68","33","36","27","31","20","23","34","23","17",
"문서","남구","범죄 발생지","","120","131","147","132","131","147","115","145","98","101","247","98","79","86",
"문서","북구","범죄 발생지","","21","23","29","33","41","30","35","27","22","30","19","31","34","26",
"문서","울주군","범죄 발생지","","42","41","55","66","51","42","60","46","59","48","36","53","33","52",
"인장","종로","범죄 발생지","","3","4","2","7","7","44","42","30","30","11","5","4","1","3",
"인장","중구","범죄 발생지","","4","4","1","2","6","16","9","1","1","5","3","2","3","6",
"인장","용산","범죄 발생지","","1","-","3","3","5","4","1","1","3","4","1","-","2","2",
"인장","성동","범죄 발생지","","1","2","4","1","13","3","11","4","5","2","5","-","-","4",
"인장","광진","범죄 발생지","","-","3","-","10","4","4","5","2","5","-","-","3","5","5",
"인장","동대문","범죄 발생지","","9","-","10","6","9","4","2","3","6","7","3","1","3","2",
"인장","중랑","범죄 발생지","","3","4","-","4","2","2","4","3","5","3","3","7","5","3",
"인장","성북","범죄 발생지","","-","6","-","2","-","6","3","3","6","2","4","2","4","3",
"인장","강북","범죄 발생지","","-","1","-","5","1","2","","6","1","-","3","4","3","8",
"인장","도봉","범죄 발생지","","1","3","1","-","6","4","2","1","1","-","2","3","3","1",
"인장","노원","범죄 발생지","","2","-","3","1","5","4","2","4","4","4","5","4","5","3",
"인장","은평","범죄 발생지","","1","2","2","2","7","3","3","-","2","3","-","2","-","2",
"인장","서대문","범죄 발생지","","2","4","4","6","8","1","","7","3","3","5","1","3","3",
"인장","마포","범죄 발생지","","4","4","4","5","5","4","7","5","2","1","6","5","5","4",
"인장","양천","범죄 발생지","","6","4","2","2","3","2","5","5","2","4","-","1","6","4",
"인장","강서","범죄 발생지","","9","3","-","5","6","4","6","7","6","3","1","3","11","2",
"인장","구로","범죄 발생지","","4","1","2","-","7","4","2","2","1","6","1","3","3","4",
"인장","금천","범죄 발생지","","-","4","1","2","2","-","3","5","1","1","-","1","-","2",
"인장","영등포","범죄 발생지","","6","3","2","5","9","7","7","7","6","4","3","2","4","6",
"인장","동작","범죄 발생지","","1","3","7","3","3","7","2","3","2","5","1","3","3","1",
"인장","관악","범죄 발생지","","1","2","4","3","7","3","4","3","2","4","2","-","9","7",
"인장","서초","범죄 발생지","","7","4","3","5","10","12","7","10","5","7","13","11","8","6",
"인장","강남","범죄 발생지","","7","5","9","15","11","20","8","16","12","7","5","7","3","11",
"인장","송파","범죄 발생지","","2","1","3","13","1","5","6","7","5","9","2","5","9","9",
"인장","강동","범죄 발생지","","1","-","-","2","4","3","8","3","2","-","-","-","2","3",
"인장","중구","범죄 발생지","","-","2","2","-","1","4","2","2","-","-","1","2","2","-",
"인장","서구","범죄 발생지","","3","-","-","2","-","1","4","-","2","1","1","2","1","4",
"인장","동구","범죄 발생지","","3","1","-","4","2","-","1","2","2","2","2","1","1","4",
"인장","영도","범죄 발생지","","-","-","6","-","1","2","","1","2","4","-","-","1","-",
"인장","부산진","범죄 발생지","","5","5","3","5","3","7","","3","2","1","1","2","4","8",
"인장","동래","범죄 발생지","","1","1","2","-","1","6","3","2","1","6","2","3","4","2",
"인장","남구","범죄 발생지","","3","3","4","1","7","3","1","-","1","4","-","-","2","-",
"인장","북구","범죄 발생지","","5","2","1","3","6","2","2","2","3","-","3","4","2","5",
"인장","해운대","범죄 발생지","","2","1","2","3","2","3","3","2","2","3","3","4","10","9",
"인장","사하","범죄 발생지","","3","3","4","3","4","5","1","3","3","4","6","1","6","6",
"인장","금정","범죄 발생지","","3","1","1","2","1","1","2","3","1","2","-","1","2","-",
"인장","강서","범죄 발생지","","1","-","4","10","2","5","3","3","3","7","1","1","2","1",
"인장","연제","범죄 발생지","","1","2","4","23","2","2","1","3","1","3","3","1","5","3",
"인장","수영","범죄 발생지","","-","1","1","1","1","-","","2","2","2","2","3","1","3",
"인장","사상","범죄 발생지","","3","3","4","2","6","1","1","1","2","5","3","2","3","4",
"인장","기장군","범죄 발생지","","1","1","2","1","1","-","1","2","-","1","1","-","3","4",
"인장","중구","범죄 발생지","","1","-","-","2","3","2","4","1","-","1","-","1","1","2",
"인장","동구","범죄 발생지","","3","4","8","3","7","7","4","1","3","2","4","4","5","3",
"인장","서구","범죄 발생지","","1","2","-","2","9","1","5","1","2","2","1","4","4","3",
"인장","남구","범죄 발생지","","3","1","2","2","2","2","1","1","-","2","3","-","-","9",
"인장","북구","범죄 발생지","","2","2","1","2","3","2","5","4","3","6","5","5","1","13",
"인장","수성","범죄 발생지","","3","1","3","5","3","4","1","6","3","4","5","1","2","1",
"인장","달서","범죄 발생지","","2","1","2","4","9","6","4","1","1","4","2","5","9","2",
"인장","달성군","범죄 발생지","","-","-","1","6","2","4","8","4","6","2","5","-","4","9",
"인장","군위군","범죄 발생지","","","","","","","","","","","","","","-","-",
"인장","중구","범죄 발생지","","1","14","9","4","4","-","5","3","4","7","6","3","3","6",
"인장","동구","범죄 발생지","","-","1","-","1","1","-","1","1","1","-","1","-","-","-",
"인장","서구","범죄 발생지","","-","2","3","8","11","3","1","5","1","8","4","3","9","3",
"인장","미추홀","범죄 발생지","","3","14","5","4","5","7","5","5","10","7","6","4","1","5",
"인장","연수","범죄 발생지","","2","5","6","4","5","3","4","-","8","3","7","10","11","8",
"인장","남동","범죄 발생지","","5","4","4","1","15","5","2","5","9","8","4","8","10","5",
"인장","부평","범죄 발생지","","-","2","2","6","3","2","5","5","7","3","3","5","7","8",
"인장","계양","범죄 발생지","","-","2","1","2","3","1","1","3","3","1","3","1","4","2",
"인장","강화군","범죄 발생지","","1","-","-","-","1","2","1","-","-","1","1","-","-","-",
"인장","옹진군","범죄 발생지","","-","1","-","-","-","1","1","-","-","-","-","-","-","-",
"인장","동구","범죄 발생지","","3","2","-","-","3","1","1","6","3","-","1","2","1","2",
"인장","서구","범죄 발생지","","9","2","3","3","1","4","1","4","3","4","5","2","5","5",
"인장","남구","범죄 발생지","","2","1","4","1","3","2","5","3","1","2","1","4","1","5",
"인장","북구","범죄 발생지","","4","3","2","3","3","4","1","2","5","3","5","3","8","1",
"인장","광산","범죄 발생지","","3","2","3","4","4","4","6","6","8","16","6","16","10","17",
"인장","중구","범죄 발생지","","4","-","-","2","4","6","1","1","2","4","2","2","3","3",
"인장","동구","범죄 발생지","","2","2","1","-","1","6","","2","-","2","1","1","4","6",
"인장","서구","범죄 발생지","","3","4","-","2","5","3","4","10","3","4","3","5","-","-",
"인장","유성","범죄 발생지","","1","1","1","-","1","2","1","1","1","2","2","1","-","4",
"인장","대덕","범죄 발생지","","2","1","2","1","2","2","","2","-","2","2","1","-","2",
"인장","중구","범죄 발생지","","-","3","1","1","5","1","1","1","-","2","3","3","-","2",
"인장","동구","범죄 발생지","","1","1","1","3","4","4","1","-","-","-","2","1","1","5",
"인장","남구","범죄 발생지","","6","3","1","1","4","3","5","5","6","3","2","3","1","4",
"인장","북구","범죄 발생지","","-","-","3","3","4","2","","1","1","1","3","9","11","5",
"인장","울주군","범죄 발생지","","2","1","2","3","4","1","","1","3","6","3","2","1","5",
"직무유기","종로","범죄 발생지","","9","15","14","11","10","15","13","18","29","40","13","49","29","15",
"직무유기","중구","범죄 발생지","","11","11","12","24","18","8","9","9","19","22","23","27","23","10",
"직무유기","용산","범죄 발생지","","5","-","4","8","10","4","3","11","10","12","6","10","9","12",
"직무유기","성동","범죄 발생지","","3","2","2","3","3","8","11","5","3","8","6","9","5","9",
"직무유기","광진","범죄 발생지","","3","8","11","9","16","14","11","9","11","6","3","12","14","6",
"직무유기","동대문","범죄 발생지","","1","3","2","4","10","2","3","7","7","11","6","8","13","8",
"직무유기","중랑","범죄 발생지","","3","3","3","3","2","3","4","6","3","8","5","4","4","2",
"직무유기","성북","범죄 발생지","","4","8","3","11","3","6","12","4","2","5","8","7","2","10",
"직무유기","강북","범죄 발생지","","2","2","1","1","3","4","3","5","6","3","7","7","5","9",
"직무유기","도봉","범죄 발생지","","2","7","4","6","13","8","6","17","5","2","7","5","5","3",
"직무유기","노원","범죄 발생지","","8","13","3","3","4","3","2","7","1","5","5","10","5","4",
"직무유기","은평","범죄 발생지","","3","2","5","4","7","6","3","10","1","5","9","3","5","3",
"직무유기","서대문","범죄 발생지","","2","4","12","5","8","3","9","10","7","4","6","14","6","3",
"직무유기","마포","범죄 발생지","","1","4","5","9","14","6","7","16","14","10","10","9","18","7",
"직무유기","양천","범죄 발생지","","4","2","4","4","3","2","7","32","20","11","12","19","21","6",
"직무유기","강서","범죄 발생지","","2","2","2","5","2","3","12","12","9","7","15","12","11","10",
"직무유기","구로","범죄 발생지","","6","5","7","23","5","8","7","16","7","11","11","21","9","9",
"직무유기","금천","범죄 발생지","","2","1","2","7","-","-","","11","2","4","7","14","14","5",
"직무유기","영등포","범죄 발생지","","13","3","1","5","10","15","12","18","11","17","17","26","17","16",
"직무유기","동작","범죄 발생지","","-","2","5","-","3","-","3","8","4","3","10","5","3","4",
"직무유기","관악","범죄 발생지","","2","5","5","6","8","5","10","4","7","13","13","20","12","10",
"직무유기","서초","범죄 발생지","","11","16","18","12","13","18","40","68","68","48","42","56","32","39",
"직무유기","강남","범죄 발생지","","9","16","10","13","10","12","8","20","18","16","10","23","27","13",
"직무유기","송파","범죄 발생지","","9","7","4","8","5","31","26","51","23","16","17","22","37","15",
"직무유기","강동","범죄 발생지","","3","6","1","6","2","5","8","5","8","6","6","6","13","6",
"직무유기","중구","범죄 발생지","","1","1","1","2","5","3","1","4","5","1","3","3","5","3",
"직무유기","서구","범죄 발생지","","-","1","1","-","5","3","2","1","1","2","3","7","8","9",
"직무유기","동구","범죄 발생지","","-","-","2","-","2","3","1","7","8","3","7","3","9","5",
"직무유기","영도","범죄 발생지","","1","3","1","-","1","3","","1","5","1","4","8","8","2",
"직무유기","부산진","범죄 발생지","","-","2","3","2","9","6","8","12","9","16","26","26","10","12",
"직무유기","동래","범죄 발생지","","-","2","3","1","3","2","1","3","8","-","5","7","9","8",
"직무유기","남구","범죄 발생지","","2","4","2","4","8","8","1","2","2","4","9","10","12","14",
"직무유기","북구","범죄 발생지","","1","1","1","-","-","3","1","6","8","3","4","6","4","5",
"직무유기","해운대","범죄 발생지","","-","7","4","5","7","13","5","13","7","7","16","20","10","22",
"직무유기","사하","범죄 발생지","","-","2","7","7","3","8","8","4","15","8","11","7","3","10",
"직무유기","금정","범죄 발생지","","2","3","8","2","2","4","","2","10","2","10","8","5","6",
"직무유기","강서","범죄 발생지","","3","5","1","3","9","12","12","8","9","15","11","23","4","4",
"직무유기","연제","범죄 발생지","","2","5","5","12","10","6","10","19","26","13","25","10","19","26",
"직무유기","수영","범죄 발생지","","1","2","4","2","5","2","1","2","1","1","4","3","-","2",
"직무유기","사상","범죄 발생지","","2","4","3","3","23","7","16","20","14","9","8","9","10","8",
"직무유기","기장군","범죄 발생지","","2","1","-","2","5","4","2","5","8","6","5","3","6","6",
"직무유기","중구","범죄 발생지","","-","-","2","2","3","12","3","1","3","5","3","5","8","3",
"직무유기","동구","범죄 발생지","","1","2","2","2","3","8","9","9","3","5","6","28","13","5",
"직무유기","서구","범죄 발생지","","1","-","-","2","4","6","","1","4","3","4","3","1","3",
"직무유기","남구","범죄 발생지","","1","2","3","-","-","3","","-","-","4","4","1","4","1",
"직무유기","북구","범죄 발생지","","3","4","-","4","2","2","1","4","6","2","2","14","9","2",
"직무유기","수성","범죄 발생지","","5","7","2","8","7","9","11","12","14","53","14","23","15","7",
"직무유기","달서","범죄 발생지","","2","-","6","22","6","10","6","16","2","7","5","6","5","10",
"직무유기","달성군","범죄 발생지","","1","2","3","5","9","9","5","14","2","3","2","6","6","4",
"직무유기","군위군","범죄 발생지","","","","","","","","","","","","","","-","2",
"직무유기","중구","범죄 발생지","","1","1","-","1","8","9","2","6","5","8","9","14","15","6",
"직무유기","동구","범죄 발생지","","-","-","-","-","1","-","3","1","-","-","-","3","1","1",
"직무유기","서구","범죄 발생지","","5","3","3","7","2","4","8","2","2","2","7","15","7","9",
"직무유기","미추홀","범죄 발생지","","1","3","4","25","68","34","24","21","92","20","20","28","23","22",
"직무유기","연수","범죄 발생지","","-","1","2","1","4","2","2","6","2","3","5","11","6","8",
"직무유기","남동","범죄 발생지","","3","-","5","7","8","8","6","7","5","4","17","23","16","28",
"직무유기","부평","범죄 발생지","","4","1","5","4","2","6","1","2","9","7","10","18","17","9",
"직무유기","계양","범죄 발생지","","-","1","2","-","1","-","2","2","1","6","4","6","5","10",
"직무유기","강화군","범죄 발생지","","-","-","-","1","2","13","2","1","5","5","8","6","3","1",
"직무유기","옹진군","범죄 발생지","","-","-","1","-","-","-","3","-","-","-","2","-","1","-",
"직무유기","동구","범죄 발생지","","1","4","4","10","10","27","42","76","44","18","10","14","6","5",
"직무유기","서구","범죄 발생지","","2","5","3","10","2","6","7","7","4","9","9","4","8","11",
"직무유기","남구","범죄 발생지","","1","-","-","6","4","2","4","-","1","5","2","1","1","-",
"직무유기","북구","범죄 발생지","","1","11","2","7","7","6","11","38","20","9","15","19","9","12",
"직무유기","광산","범죄 발생지","","3","1","4","4","4","2","5","7","3","14","8","6","4","6",
"직무유기","중구","범죄 발생지","","2","2","2","8","3","5","5","3","1","-","7","6","-","6",
"직무유기","동구","범죄 발생지","","-","-","-","3","5","3","7","2","2","2","7","7","2","2",
"직무유기","서구","범죄 발생지","","7","6","10","16","16","13","24","20","9","12","15","19","7","8",
"직무유기","유성","범죄 발생지","","1","1","2","16","11","4","12","8","4","5","4","9","2","3",
"직무유기","대덕","범죄 발생지","","1","3","1","2","2","-","4","1","2","2","2","3","-","-",
"직무유기","중구","범죄 발생지","","1","-","7","2","1","1","3","4","3","3","10","11","2","4",
"직무유기","동구","범죄 발생지","","-","-","-","-","1","-","","2","-","2","1","6","2","4",
"직무유기","남구","범죄 발생지","","-","2","9","15","5","9","18","6","4","10","14","20","19","13",
"직무유기","북구","범죄 발생지","","-","2","1","-","-","1","1","-","-","2","2","10","3","1",
"직무유기","울주군","범죄 발생지","","1","2","4","7","6","6","4","3","4","7","3","12","7","9",
"직권남용","종로","범죄 발생지","","14","15","4","15","10","15","23","38","60","55","29","44","32","32",
"직권남용","중구","범죄 발생지","","4","8","4","4","15","13","14","17","14","18","28","23","27","18",
"직권남용","용산","범죄 발생지","","4","7","11","10","14","8","10","14","17","10","14","12","15","17",
"직권남용","성동","범죄 발생지","","3","4","3","2","4","6","16","5","2","15","6","9","17","6",
"직권남용","광진","범죄 발생지","","1","3","3","3","24","20","13","15","14","11","1","9","24","10",
"직권남용","동대문","범죄 발생지","","2","1","2","1","8","9","7","14","10","9","11","21","15","16",
"직권남용","중랑","범죄 발생지","","4","-","6","1","4","6","2","4","9","8","4","7","6","8",
"직권남용","성북","범죄 발생지","","3","-","1","2","5","5","17","5","2","7","11","17","-","6",
"직권남용","강북","범죄 발생지","","3","3","-","3","6","2","7","7","10","9","4","5","10","11",
"직권남용","도봉","범죄 발생지","","5","1","3","6","17","5","8","12","16","6","2","5","5","6",
"직권남용","노원","범죄 발생지","","5","4","1","-","4","4","6","9","9","2","4","5","10","6",
"직권남용","은평","범죄 발생지","","3","1","5","13","4","5","2","10","8","4","8","7","18","9",
"직권남용","서대문","범죄 발생지","","6","4","10","11","7","5","2","14","18","5","10","18","10","9",
"직권남용","마포","범죄 발생지","","4","5","6","12","11","5","12","25","15","20","30","24","22","17",
"직권남용","양천","범죄 발생지","","2","6","3","7","10","3","9","25","28","9","12","14","10","12",
"직권남용","강서","범죄 발생지","","-","2","1","3","2","4","19","13","8","18","9","8","12","15",
"직권남용","구로","범죄 발생지","","1","1","3","15","7","10","10","20","17","16","7","21","19","12",
"직권남용","금천","범죄 발생지","","-","1","-","2","-","2","5","11","7","2","4","8","6","3",
"직권남용","영등포","범죄 발생지","","5","5","9","4","8","10","17","49","39","28","16","19","24","13",
"직권남용","동작","범죄 발생지","","-","2","2","7","-","5","5","5","2","3","15","8","12","4",
"직권남용","관악","범죄 발생지","","6","3","5","1","9","12","5","15","8","17","25","25","26","15",
"직권남용","서초","범죄 발생지","","4","21","18","14","16","14","45","122","156","59","41","70","46","29",
"직권남용","강남","범죄 발생지","","5","3","2","4","17","9","17","24","16","18","19","31","42","24",
"직권남용","송파","범죄 발생지","","1","4","2","11","20","21","35","42","34","29","30","31","24","19",
"직권남용","강동","범죄 발생지","","6","2","3","3","3","14","6","8","10","6","4","8","12","5",
"직권남용","중구","범죄 발생지","","1","2","1","2","6","6","4","5","3","1","7","6","11","7",
"직권남용","서구","범죄 발생지","","-","-","1","1","4","2","","2","3","1","5","4","4","5",
"직권남용","동구","범죄 발생지","","-","1","3","2","1","7","2","5","4","2","6","20","6","13",
"직권남용","영도","범죄 발생지","","-","-","-","-","2","-","3","2","3","-","6","6","3","-",
"직권남용","부산진","범죄 발생지","","3","4","3","3","7","6","7","11","13","18","29","36","24","6",
"직권남용","동래","범죄 발생지","","-","3","1","5","3","1","2","6","7","5","19","13","7","12",
"직권남용","남구","범죄 발생지","","-","2","4","1","6","3","2","4","6","6","9","10","8","4",
"직권남용","북구","범죄 발생지","","-","1","1","3","3","4","3","7","7","6","2","7","5","5",
"직권남용","해운대","범죄 발생지","","5","2","7","5","4","6","2","26","15","10","16","33","11","15",
"직권남용","사하","범죄 발생지","","-","1","2","4","7","8","3","18","17","3","6","11","8","7",
"직권남용","금정","범죄 발생지","","-","-","1","3","3","-","1","4","9","4","7","14","7","9",
"직권남용","강서","범죄 발생지","","-","3","-","1","5","3","13","16","7","19","7","11","4","5",
"직권남용","연제","범죄 발생지","","1","7","4","3","5","4","11","8","13","9","26","16","19","26",
"직권남용","수영","범죄 발생지","","-","3","2","4","-","2","1","1","2","4","1","4","2","6",
"직권남용","사상","범죄 발생지","","1","4","4","5","12","2","19","31","17","13","10","19","9","9",
"직권남용","기장군","범죄 발생지","","1","-","-","-","1","-","","4","3","5","2","8","8","2",
"직권남용","중구","범죄 발생지","","-","-","2","-","4","5","3","4","7","4","2","5","9","3",
"직권남용","동구","범죄 발생지","","1","-","2","6","6","8","1","8","5","3","-","7","11","9",
"직권남용","서구","범죄 발생지","","1","1","1","1","3","2","2","2","-","2","1","3","7","3",
"직권남용","남구","범죄 발생지","","2","2","1","5","1","2","5","1","2","1","-","7","3","2",
"직권남용","북구","범죄 발생지","","-","-","1","4","2","3","1","1","3","2","11","9","10","9",
"직권남용","수성","범죄 발생지","","3","4","1","22","9","10","14","23","12","34","27","30","39","14",
"직권남용","달서","범죄 발생지","","2","2","6","12","7","12","4","11","8","11","8","9","12","9",
"직권남용","달성군","범죄 발생지","","2","4","1","6","6","8","11","8","2","7","-","6","9","4",
"직권남용","군위군","범죄 발생지","","","","","","","","","","","","","","-","1",
"직권남용","중구","범죄 발생지","","1","1","-","4","2","14","4","3","22","7","8","9","8","11",
"직권남용","동구","범죄 발생지","","1","-","1","1","1","1","1","-","-","-","-","2","-","-",
"직권남용","서구","범죄 발생지","","-","-","-","-","2","6","4","4","5","3","2","11","25","17",
"직권남용","미추홀","범죄 발생지","","3","1","1","24","28","34","29","24","144","32","30","52","40","32",
"직권남용","연수","범죄 발생지","","-","-","-","2","3","-","5","3","1","-","6","3","3","14",
"직권남용","남동","범죄 발생지","","1","2","8","6","6","15","14","15","8","8","14","26","11","23",
"직권남용","부평","범죄 발생지","","1","1","1","5","4","9","8","1","5","7","8","20","17","23",
"직권남용","계양","범죄 발생지","","1","2","-","2","-","4","3","4","4","3","12","4","4","12",
"직권남용","강화군","범죄 발생지","","-","-","-","-","3","5","4","-","12","4","3","2","4","2",
"직권남용","옹진군","범죄 발생지","","-","-","-","-","1","-","2","-","-","-","-","-","-","-",
"직권남용","동구","범죄 발생지","","1","2","3","14","4","7","15","22","14","15","24","46","14","8",
"직권남용","서구","범죄 발생지","","1","1","2","6","1","3","7","5","14","10","8","7","9","67",
"직권남용","남구","범죄 발생지","","1","1","-","4","1","-","1","4","-","1","3","2","4","2",
"직권남용","북구","범죄 발생지","","4","4","1","10","10","8","12","31","16","15","17","19","17","21",
"직권남용","광산","범죄 발생지","","4","1","-","5","4","2","3","9","4","13","5","11","18","12",
"직권남용","중구","범죄 발생지","","2","3","2","4","2","5","2","6","4","1","1","4","11","5",
"직권남용","동구","범죄 발생지","","-","-","2","3","2","1","8","14","1","4","2","8","12","2",
"직권남용","서구","범죄 발생지","","6","9","8","6","15","13","16","15","12","33","26","32","27","13",
"직권남용","유성","범죄 발생지","","1","3","-","7","14","4","14","3","4","9","9","20","8","7",
"직권남용","대덕","범죄 발생지","","1","1","1","1","-","-","1","3","-","2","3","5","1","3",
"직권남용","중구","범죄 발생지","","-","1","4","-","1","3","2","2","4","3","11","7","4","10",
"직권남용","동구","범죄 발생지","","-","-","-","-","-","-","2","5","-","-","1","1","1","2",
"직권남용","남구","범죄 발생지","","2","11","3","9","7","15","14","4","2","18","12","23","16","15",
"직권남용","북구","범죄 발생지","","2","-","1","-","1","-","2","-","1","-","-","8","2","2",
"직권남용","울주군","범죄 발생지","","1","1","3","2","10","6","2","3","5","7","7","12","5","7",
"수뢰","종로","범죄 발생지","","11","12","4","6","8","4","7","17","13","18","3","7","5","3",
"수뢰","중구","범죄 발생지","","10","11","4","20","13","3","10","14","4","3","-","6","-","4",
"수뢰","용산","범죄 발생지","","13","9","4","5","19","16","5","5","2","2","5","2","3","4",
"수뢰","성동","범죄 발생지","","1","5","3","4","2","2","1","2","3","3","3","-","3","1",
"수뢰","광진","범죄 발생지","","3","2","2","-","3","3","1","-","7","2","-","3","1","4",
"수뢰","동대문","범죄 발생지","","2","3","-","2","1","4","4","9","3","6","4","7","1","4",
"수뢰","중랑","범죄 발생지","","-","1","-","1","2","-","1","1","1","1","1","3","1","-",
"수뢰","성북","범죄 발생지","","3","4","4","2","2","-","3","1","5","3","-","1","-","4",
"수뢰","강북","범죄 발생지","","2","1","2","-","1","3","3","-","2","3","-","2","1","-",
"수뢰","도봉","범죄 발생지","","-","-","-","1","3","3","1","2","1","1","-","-","-","1",
"수뢰","노원","범죄 발생지","","5","4","-","6","1","1","4","6","1","7","2","1","1","3",
